0.1	0.910093	0.910979
0.2	0.82135	0.823063
0.3	0.734887	0.737316
0.4	0.651733	0.654721
0.5	0.572789	0.57615
0.6	0.4988	0.502335
0.7	0.430335	0.433848
0.8	0.367783	0.371093
0.9	0.311347	0.314305
1	0.261061	0.263552
1.1	0.216805	0.218758
1.2	0.178328	0.179712
1.3	0.145277	0.1461
1.4	0.117222	0.117525
1.5	0.0936858	0.0935325
1.6	0.0741678	0.0736383
1.7	0.058165	0.0573469
1.8	0.0451905	0.0441713
1.9	0.0347865	0.033648
2	0.0265336	0.0253473
2.1	0.0200561	0.018881
2.2	0.0150249	0.0139063
2.3	0.011157	0.0101265
2.4	0.00821296	0.00729036
2.5	0.00599419	0.00518861
2.6	0.00433805	0.00365043
2.7	0.00311351	0.00253869
2.8	0.00221644	0.00174512
2.9	0.00156521	0.0011857
3	0.00109663	0.00079623
3.1	0.000762387	0.000528449
3.2	0.000525996	0.000346619
3.3	0.000360197	0.000224684
3.4	0.000244854	0.00014393
3.5	0.000165251	9.11116e-05
3.6	0.000110741	5.69941e-05
3.7	7.36984e-05	3.52297e-05
3.8	4.87138e-05	2.15179e-05
3.9	3.1985e-05	1.29865e-05
4	2.08639e-05	7.74422e-06
4.1	1.35225e-05	4.56297e-06
4.2	8.70928e-06	2.6564e-06
4.3	5.57475e-06	1.52794e-06
4.4	3.54682e-06	8.68323e-07
4.5	2.24323e-06	4.87539e-07
4.6	1.41052e-06	2.70448e-07
4.7	8.81876e-07	1.48218e-07
4.8	5.4828e-07	8.02511e-08
4.9	3.39011e-07	4.2927e-08
5	2.08491e-07	2.26847e-08
5.1	1.27546e-07	1.18428e-08
5.2	7.76244e-08	6.10789e-09
5.3	4.70028e-08	3.11197e-09
5.4	2.83195e-08	1.56633e-09
5.5	1.69795e-08	7.78811e-10
5.6	1.01317e-08	3.8254e-10
5.7	6.01721e-09	1.85615e-10
5.8	3.55718e-09	8.89692e-11
5.9	2.09338e-09	4.2126e-11
6	1.22648e-09	1.97034e-11
6.1	7.15449e-10	9.10359e-12
6.2	4.15563e-10	4.15488e-12
6.3	2.40364e-10	1.87316e-12
6.4	1.38456e-10	8.34186e-13
6.5	7.94314e-11	3.66958e-13
6.6	4.53885e-11	1.59454e-13
6.7	2.58346e-11	6.84406e-14
6.8	1.46484e-11	2.9017e-14
6.9	8.27454e-12	1.2152e-14
7	4.65681e-12	5.02686e-15
7.1	2.61128e-12	2.05399e-15
7.2	1.45903e-12	8.28991e-16
7.3	8.1236e-13	3.30484e-16
7.4	4.50745e-13	1.30136e-16
7.5	2.49246e-13	5.06159e-17
7.6	1.37353e-13	1.94456e-17
7.7	7.54214e-14	7.37896e-18
7.8	4.12383e-14	2.76572e-18
7.9	2.23961e-14	1.02391e-18
8	1.19741e-14	3.7441e-19
8.1	6.09823e-15	1.35229e-19
8.2	2.55687e-15	4.82418e-20
